,Unnamed: 0,Sr. No.,Project Code,State,Year of Subsidy Sanctioned,District,Name of Beneficiary,Project Address,Total Project Cost(In Lakhs),Total Amount Sanctioned (In Lakhs),Supported By,Current Status of Project,Component Details
49,49,50,08ARJ0005321,Rajasthan,2014-15,Rajsamand,"Laxman Kesulal Fruit Merchant, Prop-Laxman Lal Kumawat","G-4, Krishi Upaj Mandi, Dist-Rajsamand (Rajasthan)",133.53,24.0,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBER160.00TONNES
50,50,51,08ARJ0005337,Rajasthan,2015-16,Jhalawar,Noble Dehydrates (Prop.: Sh. Ramesh Chand Singhal),"Village-Methoon, Tehsil-Aklera, District-Jhalawar (Rajasthan)",13.83,2.6,NHB,Completed,POST HARVEST INFRASTRUCTUREREFER VAN12.00TONNES
51,51,52,08ARJ0CS000070,Rajasthan,2015-16,Jaipur,Nakoda Mahavir Agro Infra Pvt. Ltd,"Village - Madhorajpura, Taluka - Phagi, Dist - Jaipur (Rajasthan)",1965.0,640.0,NHB,Completed,COLD / CA STORAGECA STORAGE205000.00MT
52,52,53,08ARJ0CS000069,Rajasthan,2015-16,Jaipur,Aravali Trade vision Private Limited,"Village- Muhana, Taluka- Sanganer, Distt.- Jaipur- 302026(Rajasthan)",600.0,120.0,NHB,Completed,COLD / CA STORAGECA STORAGE45978.76MT
53,53,54,08ARJ0005250,Rajasthan,2016-17,Jaipur,Vision Farms Limited,"Village-Sultanpura, Taluka-Chomu, Dist-Jaipur (Rajasthan)",157.76,24.1,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA450.00MT PER ANNUM
54,54,55,08ARJ0005333,Rajasthan,2016-17,Nagaur,M/S SHUBHAM AGRO INDUSTRIES (Prop.: Mr. Divyanshu Sarswat),"Plot No. H2-20, RIICO, IID Centre, Nagaur-341001 (Rajasthan)",24.44,6.8,NHB,Completed,POST HARVEST INFRASTRUCTUREPHMNA2000.00TONNES
55,55,56,08ARJ0CS000063,Rajasthan,2016-17,Jaipur,I.G.International Pvt. Ltd.,"Plot No. 02 Terminal Market, Village- Mahuna Mandi, Taluka- Sanganer, Dist.- Jaipur (Rajasthan)",481.91,108.53,NHB,Completed,COLD / CA STORAGECA STORAGE61506.00MT
56,56,57,08ARJ0005253,Rajasthan,2016-17,Jaipur,I.G.International Pvt. Ltd.,"Plot No. 2, Terminal Fruit Market, Village- Mahuna Mandi, Taluka- Sanghaner Road, Dist.- Jaipur (Rajasthan)",119.95,38.4,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA140.00TONNES
57,57,58,08ARJ0CS000064,Rajasthan,2017-18,Bikaner,NOKHA WARE HOUSE,"VILLAGE- BIKASAR, TALUKA- NOKHA DIST.- BIKANER (RAJASTHAN)",445.0,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE46000.00MT
58,58,59,08ARJ0CS000071,Rajasthan,2018-19,Jodhpur,Annapurna Cold Storage and Ware House,"Krishi Upaj Mandi, Taluka- Phalodi, Distt.- Jodhpur (Rajasthan)",72.11,17.73,NHB,Completed,COLD / CA STORAGECOLD STORAGE2800.00MT
59,59,60,08ARJ0005931,Rajasthan,2018-19,Ganganagar,Sidharth Industries,"Plot No-E-174, Udyog Vihar-RIICO, Dist-Sri Ganganagar (Rajasthan)",76.0,16.27,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA5400.00MT PER ANNUM
60,60,61,08ARJ0CS000074,Rajasthan,2018-19,Jaipur,Sri Balaji Fresh Product,"Terminal Market, Muhana Mandi, Distt.- Jaipur (Rajasthan)",294.57,78.12,NHB,Completed,COLD / CA STORAGECOLD STORAGE33440.00MT
61,61,62,08ARJ0CS000081,Rajasthan,2018-19,Ajmer,Subhlaxmi Cold Storage & Ice Factory Pvt. Ltd.,"C-01, Krishi Upaj Mandi Samiti, Distt.- Ajmer (Rajasthan)",579.27,149.54,NHB,Completed,COLD / CA STORAGECOLD STORAGE45622.00MT
62,62,63,08ARJ0CS000067,Rajasthan,2018-19,Jaipur,Satnam Sakshi Cold Storage Private Limited.,"Plot No. 1, Terminal Market. Muhana Mandi, Jaipur (Rajasthan)",783.43,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE86000.00MT
63,63,64,08ARJ0CS000080,Rajasthan,2018-19,Bikaner,Jain Cold Store,"Village-Charkara, Taluka-Nokha, Dist-Bikaner (Rajasthan)",587.95,134.27,NHB,Completed,COLD / CA STORAGECOLD STORAGE45249.00MT
64,64,65,08ARJ0CS000085,Rajasthan,2018-19,Dhaulpur,Saipau Cold Storage,"Village-Saipau, Dholpur Road, Dist-Dholpur (Rajasthan)",495.0,161.17,NHB,Completed,COLD / CA STORAGECOLD STORAGE36334.98MT
65,65,66,08ARJ0CS000075,Rajasthan,2018-19,Sikar,Hari Agro Industries,"Krishi Upaj Mandi Samiti Yard, Taluka- Shri Madhopur, Distt.- Sikar (Rajasthan)",192.93,22.69,NHB,Completed,COLD / CA STORAGECOLD STORAGE41450.00MT
66,66,67,08ARJ0CS000082,Rajasthan,2019-20,Nagaur,Shri Mahesh Cold Storage,"Village- Tausar, Taluka- Nagaur, Distt.- Nagaur (Rajasthan)",527.77,154.28,NHB,Completed,COLD / CA STORAGECOLD STORAGE45800.00MT
67,67,68,08ARJ0CS000086,Rajasthan,2020-21,Sikar,Mount Maltbru Limited,"Khatushyamji Industrial Area, RIICO, Reengus, Distt.- Seekar (Rajasthan)",2197.82,236.78,NHB,Completed,COLD / CA STORAGECOLD STORAGE169992.00MT
68,68,69,08ARJ0CS000087,Rajasthan,2020-21,Dhaulpur,Maa Rehnawali Sheetgrah LLP,"Village- Mauza Pipahera, Taluka- Basai Nawab, Distt.- Dholpur (Rajasthan)",499.05,149.38,NHB,Completed,COLD / CA STORAGECOLD STORAGE35627.00MT
69,69,70,08ARJ0CS000088,Rajasthan,2020-21,Dhaulpur,Shiva Cold Storage,"Village- Nadanpur Mod, Taluka- Baseri, Distt.- Dholpur (Rajasthan)",494.0,144.27,NHB,Completed,COLD / CA STORAGECOLD STORAGE36740.75MT
0,0,1,37TE20000000069,Telangana,1999-00,Rangareddy,M/s Samrat Cold Storage Pvt. Ltd.,"Bagh Hayathnagar, Hayathnagar mandal",0.0,44.15,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05000.00MT
1,1,2,37TE20000000070,Telangana,2000-01,Medak,M/s Neethi Cold Storage Pvt. Ltd.,"Pedhapur, Sadshivpet Mandal",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05100.00MT
2,2,3,37TE20000000073,Telangana,2000-01,Hyderabad,M/s Samyukta cold storage Pvt Ltd,Nacharam Industrial Area,0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE09230.00MT
3,3,4,37TE20000000071,Telangana,2000-01,Nizamabad,M/s Vineet Cold Storage Pvt. Ltd.,Dharmaram Village,0.0,27.9,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03100.00MT
4,4,5,37TE20010000072,Telangana,2000-01,Warangal,M/s Chandrakaran Cold Storage Pvt. Ltd.,"Enumamula,Warangal",0.0,36.55,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE06300.00MT
5,5,6,37TE20010000074,Telangana,2001-02,Mahbubnagar,M/s Permalla Cold Storage Complex Pvt Ltd,Amangal Village,0.0,32.52,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03300.00MT
6,6,7,37TE20010000075,Telangana,2001-02,Rangareddy,M/s Mandava Cold Storage Pvt. Ltd.,"Kompally, Qutbullapur mandal",0.0,35.5,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03550.00MT
7,7,8,37TE20020000076,Telangana,2001-02,Nizamabad,M/s Sarang Hi Tech Cold Storage Pvt. Ltd.,Nizamabad,0.0,48.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04800.00MT
8,8,9,37TE20030000077,Telangana,2003-04,Rangareddy,M/s Rajgarhia Cold Storage Pvt. Ltd.,"Yellampeta, Medchal Mandal,",0.0,35.17,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04100.00MT
9,9,10,37TE20050000078,Telangana,2004-05,Khammam,M/s Matha Cold Storage Pvt. Ltd.,Madhira,0.0,31.3,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE09395.00MT
10,10,11,37TE20050000079,Telangana,2004-05,Warangal,M/s Hyndavi Cold Storage Pvt. Ltd.,"Hanumakonda, Warangal",0.0,24.24,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04395.00MT
11,11,12,37TE20050000080,Telangana,2004-05,Warangal,M/s Venkat Sai Cold Storage Pvt. Ltd.,"Hanumakonda, Warangal",0.0,36.67,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04627.00MT
12,12,13,37TE20050000082,Telangana,2005-06,Warangal,M/s Ambica Cold Storage Pvt. Ltd.,"Hanamkonda, Warangal",0.0,33.89,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE07192.00MT
13,13,14,37TE20050000081,Telangana,2005-06,Rangareddy,M/s Gubba Agro Fresh Pvt. Ltd.,"Medchal, Rangareddy",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05710.00MT
14,14,15,37TE20050000083,Telangana,2005-06,Medak,M/s Nuziveedu Seeds Ltd.,"Mulug, Medak",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE09053.00MT
15,15,16,37TE20060000085,Telangana,2005-06,Khammam,Sri Lakshmi Vallabha Cold Storage Ltd.,"Madhira, Khammam Dt.",0.0,25.92,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE011599.00MT
16,16,17,37TE20060000084,Telangana,2005-06,Khammam,M/s Vijaya Krishna Spice & Seed Farms,Khammam,0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05400.00MT
17,17,18,37TE20060000086,Telangana,2005-06,Khammam,M/s Gayatri Gargeya Cold Storage Pvt. Ltd.,"Prakash Nagar, Khammam",0.0,40.27,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE07535.00MT
18,18,19,37TE20060000087,Telangana,2005-06,Nizamabad,M/s TRP Hitech Cold Storage Pvt. Ltd.,Khanpur,0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05938.00MT
19,19,20,37TE20060000088,Telangana,2006-07,Warangal,M/s Vagdevi Cold Storage,Mogilicherla,0.0,43.9,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04950.00MT
20,20,21,37TE20070000089,Telangana,2006-07,Warangal,M/s Vijeta Cold Storage Co.,"Enumamula Grain Market, Warangal",0.0,44.24,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE06624.80MT
21,21,22,37TE20070000091,Telangana,2006-07,Hyderabad,M/s Cold Care Agritech,"Autonagar, Hyderabad",0.0,30.46,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01959.00MT
22,22,23,37TE20070000090,Telangana,2006-07,Rangareddy,M/s Tirumala Tirupathi Cold Storage (P) Ltd.,"Medchal, Ranagareddy district",0.0,48.47,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05181.00MT
23,23,24,37TE20070000092,Telangana,2007-08,Nizamabad,M/s Global Cold Storage Pvt. Ltd.,"Gundaram Village, Ashok Farm, Nizamabad",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE09795.40MT
24,24,25,37TE20110000093,Telangana,2011-12,Warangal,M/S Chamundi Cold Storage (Shri Ravi Kumar Babbula & Shri Sudarshanama Babbula),"Sy. No.167/A & B, 167/B1 & B2, Enumamula Village, Hanumkonda Mandal, Warangal District",0.0,42.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04200.00MT
25,25,26,37TE20110000094,Telangana,2011-12,Khammam,M/s Sri Venkateswara Cold Storage,"M/s Shri Venkateswara Cold Storage Pvt Ltd, Sy No 597/A, Dendukuru(V), Madhira(M),",0.0,0.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05000.00MT
26,26,27,28AAP0020900,Telangana,2015-16,Nizamabad,Green Infrastructure Projects Pvt. Ltd. Director-Subrahmanyam Ch B S,"Village-Ankapur, Taluka-Armoor, Dist-Nizamabad (Andhra Pradesh)",136.73,22.69,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT115000.00MT PER ANNUM
27,27,28,28AAP0020955,Telangana,2015-16,Rangareddy,Green Infrastructure Projects Pvt. Ltd.-1,"Village-H/O Nyalata, Ramannaguda, Chevella, Taluka-Chevella, Distt.-Ranga Reddy (A.P.)",107.5,16.7,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT115000.00MT PER ANNUM
28,28,29,37TTG0000055,Telangana,2017-18,Karimnagar,Lalit Kumar (Prop: Keshav Das & Sons),"Village- Medipally, Taluka- Medipally, Distt.- Karimnagar (Telangana).",168.7,17.5,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA16200.00TONNES
0,0,1,33TN20060000244,Tamil Nadu,2006-07,Chennai,Kem Agro Pvt. Ltd.,"No.12, 3rd Main Road, Kasturba Nagar, Adyar, Chennai",0.0,15.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE01067.58MT
1,1,2,33ATN0000007,Tamil Nadu,2006-07,Chennai,"Western Farm Fresh Pvt. Ltd.,","87, Arcot Road, virugambakkam, Chennai-600092, Tamil Nadu",16.17,1.16,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT12400.00MT PER ANNUM
2,2,3,33ATN0000361,Tamil Nadu,2007-08,Vellore,Dr. R.T. Rajan,"Secretary cum Hony. Director SOLAI PROGRAM(NGO-Reg. Society), Kanchalur Road, Christianpet Village, katpadi Block, Vellore District- 632059 (Tamil Nadu)",62.0,73.6,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT15000.00MT PER ANNUM
3,3,4,33ATN0003404,Tamil Nadu,2008-09,Krishnagiri,Sri Devraj Fruit Products P. Ltd,"N0-1 Kothapetta Vill, Taluka & Distt Krishnagiri-635001 (TN)",149.0,25.0,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBER87200.00MT PER ANNUM
4,4,5,33ATN0003155,Tamil Nadu,2010-11,Chennai,Western Farm Fressh P.Ltd.,"37, Varadarajapuram. Poonamalle, Chennai - 56, Ph. - 044-26494892",451.4,25.0,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT1100.00MT PER ANNUM
5,5,6,33ATN0002881,Tamil Nadu,2010-11,Tiruchirappalli,Shivagami Cold Stores P. Ltd.( Mr. Sridhar & Lalitha Sridhar)),"Vadugapatti Village, Trichy District, Tamil Nadu",91.0,13.88,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBER659.85MT PER ANNUM
6,6,7,33ATN0004464,Tamil Nadu,2011-12,Krishnagiri,Aam Fruits Private Limited,"S.Number 81/2A, 2B, Nagampatti Village, Mathur Post, Pochampalli TK, Krishnagiri-Distt., Pin-635203, (Tamilnadu)",115.0,21.09,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBER5100.00MT PER ANNUM
7,7,8,33ATN0004272,Tamil Nadu,2011-12,Namakkal,Mr.C. Ravikumar,"S/O. Mr. N. Chinnusamy, 6/53, Salapalayam, Post-Reddipatty , Distt: Namakkal , Tamilnadu (India)",19.18,3.64,NHB,Completed,POST HARVEST INFRASTRUCTURETRANSPORT16.70TONNES
8,8,9,33ATN0004433,Tamil Nadu,2011-12,Krishnagiri,Sarojaa Agro Tech,"332-333/2, J. R. Nagar, Village-Kannandahalli, Taluka-Mathur, Distt- Krishnagiri-635203, (Tamilnadu)",70.5,18.27,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBER6510.00TONNES
9,9,10,33ATN0004985,Tamil Nadu,2011-12,Krishnagiri,Pavithran Ripening Chamber,"Village-Jagadap, Taluka-Krishnagiri, Dist- Krishnagiri (Tamilnadu)",124.16,22.76,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBER6120.00MT PER ANNUM
10,10,11,33ATN0004466,Tamil Nadu,2011-12,Krishnagiri,"Ellappan Ripening Chamber , Prop- R.Kalaivani","Village-Karagur, Taluka-Krishnagiri, Dist-Krishnagiri (Tamilnadu)",107.91,12.28,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBER4100.00MT PER ANNUM
11,11,12,33ATN0004465,Tamil Nadu,2011-12,Krishnagiri,"Post Harvest Solutions, Prop-K.Murugesan & Other 4","Village-Jagadap, Taluka-Krishnagiri, Dist-Krishnagiri (Tamilnadu)",108.16,12.28,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBER4100.00MT PER ANNUM
12,12,13,33ATN0CS000005,Tamil Nadu,2012-13,Thiruvallur,GT Properties,"Village-Padianallur, Taluka-Ponneri, Dist-Tirunelveli (Tamilnadu)",280.0,50.81,NHB,Completed,COLD / CA STORAGECOLD STORAGE22325.00MT
13,13,14,33ATN0004639,Tamil Nadu,2012-13,Krishnagiri,Kamadhenu Polytech Pvt. Ltd.,"Village- Choodasandram, Taluka- Denkanikota, District- Krishnagiri, State- Tamilnadu",69.0,10.23,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT11500.00MT PER ANNUM
14,14,15,33ATN0005089,Tamil Nadu,2012-13,Krishnagiri,"Vasantham Ripening Chambers, Prop- D Ramesh","Village-Thatrahalli, Taluka-Krishnagiri, Dist-Krishnagiri (Tamilnadu)",133.06,16.66,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBER7600.00MT PER ANNUM
15,15,16,33ATN0004665,Tamil Nadu,2012-13,Theni,Sri Vari Godown,"R. Kumar & S. Thirumurugan, Melagudalur Village, Thammanampatti pulam, Uthamapalayam Tk, Theni Dt, Tamilnadu.",130.0,19.2,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBER8950.00MT PER ANNUM
16,16,17,33ATN0005290,Tamil Nadu,2013-14,Theni,Varsha Fruits (Prop.-Mrs.P.Eswari),"Odaipatti Village, Uthamapalayam Tk, Theni Distt, TamilNadu",160.0,24.64,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA1200.00MT PER ANNUM
17,17,18,33ATN0005482,Tamil Nadu,2013-14,Dindigul,N.S.Rathinam and Sons Private Limited (Unit NSR Farm Fresh),"Village-Agaram, Taluka & Dist-Dindigul (Tamilnadu)",245.0,50.0,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA2800.00MT PER ANNUM
18,18,19,33ATN0CS000034,Tamil Nadu,2014-15,Madurai,Dhira Cold Storage Private Limited,"Village-Thuvariman, Taluka-Madurai South, Dist-Madurai - 625016 (Tamilnadu)",280.0,48.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE42000.00MT
19,19,20,33ATN0CS000007,Tamil Nadu,2014-15,Dindigul,N.S. Rathinam and Sons Private Limited,"Village-Agaram, Taluka & Dist-Dindigul (Tamilnadu)",1961.0,134.75,NHB,Completed,COLD / CA STORAGECA STORAGE86135.00MT
20,20,21,33ATN0005613,Tamil Nadu,2014-15,Kancheepuram,"Astar Exim Traders, Prop- C.S Amudhan","Village-Nemilicherry, Taluka-Tambaram, Dist-Kancheepuram (Tamilnadu)",18.0,2.28,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBER2670.00MT PER ANNUM
21,21,22,33ATN0005804,Tamil Nadu,2014-15,Krishnagiri,NATURE''S FIRST INDIA PRIVATE LIMITED,"VILLAGE-BATAVARAPALLI, TALUKA-HOSUR, DIST-KRISHNAGIRI-635 124 (TAMILNADU)",140.0,50.0,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBER62682.00MT PER ANNUM
22,22,23,33ATN0005733,Tamil Nadu,2014-15,Coimbatore,Vilvaa Agro Foods,"Village- Pallaipalayam, Taluka- Sulur, Dist.- Coimbatore (Tamil Nadu)",76.2,27.36,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBER41200.00MT PER ANNUM
23,23,24,33ATN0005456,Tamil Nadu,2014-15,Krishnagiri,Paiyur Fruit Ripening Chambers,"Village-Sappnipatti, Taluka-Krishangiri, Dist-Krishangiri (Tamilnadu)",133.24,18.21,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBER71020.00MT PER ANNUM
24,24,25,33ATN0005753,Tamil Nadu,2014-15,Viluppuram,"SRJ Agro Foods, Prop-J.Surendran & Other 1","Village-Pulichapallam, Taluka-Vannur, Distt.-Viluppuram (Tamil Nadu)",241.75,50.0,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBER62500.00MT PER ANNUM
25,25,26,33ATN0005533,Tamil Nadu,2014-15,Thiruvallur,"B.S. Kumari, W/o-Mr. B.S.Subramaniyam","Village-Athimancheri, Taluka-Pallipatur, Dist-Thiruvallur (Tamilnadu)",66.28,7.76,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA400.00MT PER ANNUM
26,26,27,33ATN0005715,Tamil Nadu,2014-15,The Nilgiris,Green Earth Fresh Produce Private Limited,"Village-Kaguchi, Taluka-Udhagamandalam, Dist-The Nilgiris (Tamilnadu)",70.0,11.5,NHB,Completed,POST HARVEST INFRASTRUCTUREPACK HOUSE14000.00MT PER ANNUM
27,27,28,33ATN0005828,Tamil Nadu,2014-15,Kancheepuram,M.B. Khalilur Rehaman,"Village- Kammalampondi, Taluka- Utharamerur, Distt.- Kancheepuram (Tamil Nadu)",300.0,29.7,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBER42000.00MT PER ANNUM
28,28,29,33ATN0005278,Tamil Nadu,2014-15,Theni,P. Palanisamy & Others,"Village-Uthamapuram, Taluka-Uthamapalayam, Distt.-Theni (Tamilnadu)",170.0,25.93,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBER92400.00MT PER ANNUM
29,29,30,33ATN0005921,Tamil Nadu,2015-16,Krishnagiri,Suresh Kumar Ramsisaria,"Village- Ulumaranapalli, Taluka- Denkanikottai, Distt.- Krishnagiri (Tamil Nadu)",15.63,5.95,NHB,Completed,POST HARVEST INFRASTRUCTURETRANSPORT15.00TONNES
30,30,31,33ATN0CS000018,Tamil Nadu,2015-16,Thiruvallur,Lakshmi Saai Agri Cold Storage Pvt. Ltd.,"Village-Alinjivakkam, Taluka- Ponneri , Dist.- Thiruvallur (Tamil Nadu)",500.0,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE55112.00MT
31,31,32,33ATN0005129,Tamil Nadu,2015-16,Dindigul,"Real Agro Ripening, Prop-S.Palanisamy & Others","Village-Mulaiyur, Taluka-Natham, Dist-Dindigul (Tamilnadu)",148.08,15.55,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA1400.00MT PER ANNUM
32,32,33,33ATN0005882,Tamil Nadu,2015-16,Tiruchirappalli,M/s R.1618-Varadarajapuram Primary Agricultural Co-operative Credit Society Ltd.,"Village - Thirunarayanapuram , Taluka -Thottiam, Distt -Tiruchirappalli (Tamil Nadu)",25.91,2.99,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA7.47MT PER ANNUM
33,33,34,33ATN0005460,Tamil Nadu,2016-17,Krishnagiri,"Elavarasu Agro Fresh, Prop-V.G. Sitrarasu","Village-Parandapalli, Taluka-Pochapalli, Dist-Krishnagiri (Tamilnadu)",170.0,32.38,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA102.70MT PER ANNUM
34,34,35,33ATN0005888,Tamil Nadu,2016-17,Krishnagiri,M/s VIGNESHWARA RIPENING CHAMBER,"VILLAGE- JAGADAP, TALUKA- KRISHNAGIRI, DISTT.- KRISHNAGIRI (TAMIL NADU)",175.0,50.0,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA536.69MT PER ANNUM
35,35,36,33ATN0005884,Tamil Nadu,2016-17,Erode,R.R.S.Fruits(Prop: R.R.Selvan),"Village -Rajan Nagar, Taluka- Sathyamangalam, Distt.- Erode (Tamil Nadu)",61.64,9.42,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA23.56MT PER ANNUM
36,36,37,33ATN0006395,Tamil Nadu,2016-17,Dindigul,Sri Meenakshi Agro Industry (K.Kalpana),"Village-Ramthampatti Mulaiyur, Taluka- Natham, Distt.- Dindigul (Tamil Nadu )",200.0,42.0,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA200.00TONNES
37,37,38,33ATN0006387,Tamil Nadu,2016-17,Dindigul,SK Agro Industry,"Village-Ravuthampatty-Mulaiyur, Taluka-Natham, Dist-Dindigul (Tamilnadu)",200.0,42.0,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA200.00TONNES
38,38,39,33ATN0006392,Tamil Nadu,2016-17,Dindigul,Sri Sai Agro Industry,"Village-Ravuthampatty-Mulaiyur, Taluka-Natham, Distt.-Dindigul (Tamilnadu)",200.0,42.1,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA200.00TONNES
39,39,40,33ATN0006393,Tamil Nadu,2016-17,Dindigul,Sri Srini Agro Industry,"Village-Ravuthampatty-Mulaiyar, Taluka-Natham, Distt.-Dindigul (Tamilnadu)",200.0,42.0,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA200.00TONNES
40,40,41,33ATN0006191,Tamil Nadu,2017-18,Tiruvannamalai,K.Dilip,"Vilankadu, Vandavasi Tiruvannamalai, Tamilnadu (8a, Brahmin Street, Vilangadu Village, Kilnarma Post, Vandavasi Taluk 604403)",38.5,7.96,NHB,Completed,POST HARVEST INFRASTRUCTUREPHMNA2.00TONNES
41,41,42,33ATN0005927,Tamil Nadu,2017-18,Coimbatore,KUVIARASU,"BARATHI ROAD, TELUGU PALAYAM, COIMBATORE - 641 039",40.0,3.54,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA16.00TONNES
42,42,43,33ATN0006035,Tamil Nadu,2017-18,Krishnagiri,Mrs. Nagarathina W/o. Venkatesh,"Sonnepuram, Hosur, Krishnagiri",40.0,2.28,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA0.25ACRE
43,43,44,33ATN0006334,Tamil Nadu,2017-18,Krishnagiri,"Rathnamma, W/o. Krishnappa","Soolakunta Village, Muduriki Hosur Krishnagiri",26.0,1.66,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA0.25ACRE
44,44,45,33ATN0006406,Tamil Nadu,2017-18,Krishnagiri,Harish Babu,"30/2D2, Jogi Kanasamanapalli Hosur Taluk Krishnagiri District Tamilnadu Adhar no. 420332172164",45.0,8.44,NHB,Completed,POST HARVEST INFRASTRUCTUREPRE-COOLINGNA7.00TONNES
45,45,46,33ATN0005925,Tamil Nadu,2017-18,Theni,Leaders Farms,"Village- Karunkattankulam, Taluka- Uthamapalayam, Distt.- Theni (Tamil Nadu)",170.0,37.8,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA105.00TONNES
46,46,47,33ATN0006196,Tamil Nadu,2017-18,Vellore,M.S. Fresh Banana (Prop: S.Satheesh Kumar),"Village- Yelagiri, Taluka- Tirupattur, Distt.- Vellore (Tamil Nadu)",90.01,15.62,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA3285.00MT PER ANNUM
